V1,V2,V3,V4,V5,Amount,Time,Class
0.9629605732494478,-1.2690896148598123,0.38169053447961365,-0.40925030661018263,0.3509129698101024,43.75484213873694,102269,0
-0.7246110515177244,-0.027433354183723595,-0.05337484442851077,-1.4026906774030896,-0.15424682739609405,60.92123243339608,111552,0
-0.8537592225874118,0.3044355228138156,1.0863259168730321,1.5949368233406982,1.0492683488858106,47.51446619997359,78059,0
0.4597059550149875,-0.7362731165383355,-0.6169795037547775,-0.06734265280915312,-0.7991438330284719,3.4404154062174115,117085,0
0.9885532424653152,0.028326745082940964,0.9861740478907121,1.9076359704420263,0.12016093337904353,106.5667071069233,33772,0
0.040256502000462865,-1.599949334084345,0.5384978536410825,1.2213561293133421,0.44521271024701903,80.12653906963676,143491,0
-1.2863933350836971,1.4099062172750279,-0.012029919898946523,-0.798145704786435,-0.40023280990585663,39.93867644979598,148897,0
-1.360258366289327,-0.6816145525304338,-0.31493664075714545,-0.0849898009367489,0.8397099365599667,41.14716032293137,75164,0
-1.4271364021862412,2.031400164778503,2.4266677587313694,0.12103793966357433,0.14895854124234953,60.78462184139528,78913,0
-1.767622112939381,-0.03247432391745505,-0.8170086507420794,1.5263031999864394,0.7888457131522739,16.111358127790055,85969,0
0.10948535944708751,1.0280535653991831,0.29793317696841465,0.437517713367115,0.19410410804883196,59.68029309610906,141241,0
1.1250439217080253,-0.05330286899115438,-0.7502190702421325,0.17629262109645927,0.376404571487228,10.078026894177029,30407,0
-0.013415786924808768,-0.03074383226052982,1.7856207486213058,-0.1998795870983077,-0.6323917568493553,47.88397349464502,59015,0
-2.2604147573378524,-0.5840293332220078,0.8868263287992036,-0.0505570358546391,-0.6307717051912234,14.942855004294238,106216,0
-0.19076046033454871,0.11912392936627762,-0.6783498788411441,1.3045920856783244,1.2243964799287768,16.457480530198566,119821,0
-0.1627989966326071,0.31799869441404743,0.5125949934312284,0.0037053507974743488,0.6355104445203323,99.37167840854629,51106,0
2.0959987502254394,-0.7842585089151799,0.2576957212765554,-0.3949972712981747,-1.0229651662224017,51.776776828536626,20248,0
-1.4571379129195563,-0.1250444158598842,-0.5166247619747387,-0.5645071656136869,0.18086342465483146,56.22219456203503,87717,0
-0.3906776025991957,-0.6100988660571137,0.7581642172281733,-0.553765153836162,-2.3737760535354258,10.341395832439687,110342,0
1.7058526805445642,2.2996640696148387,0.38930539110441015,-1.402095996042765,-0.5739401636994166,32.08994724436856,132461,0
0.44997834134654807,-0.08973076991161853,0.21569871388595227,-0.750375308326479,0.9610276766199058,63.83636356113041,513,0
0.5633130735164247,1.5452321516965593,-0.04191971124232876,1.498420275650323,-0.12514558871115952,55.82408797842515,3036,0
0.11458443702387822,-0.19562233080768832,0.43105449259965123,-0.20659926056749658,0.11791266966603123,14.62089464061117,66787,0
0.32994353865726456,0.25928764153490796,0.22938766149245945,0.7044116685560984,-3.0163812465202113,56.214137499712436,97444,0
0.777609530278536,-1.3213640716452693,0.05909333302501734,-2.4787565179008344,-0.3922536181361517,60.99676410649068,616,0
-0.8094863188927663,-0.44707259186786463,-0.6410159159875635,0.5683113089658791,0.3382722238272125,88.512859945961,29971,0
0.8780585789081998,0.21053467078924676,1.6937662407624925,-0.16135270436911373,0.4652898753983397,30.343066431849714,72387,0
-1.3730030168855392,1.5860038309598667,-1.050419943348547,-0.48144002289050875,0.9623557113343643,17.262061604070126,48277,0
0.3283679728315381,0.22198277767627117,0.427636218879745,0.18095995742113172,-0.21025775177342823,20.096877445845337,122782,0
0.17874096328632716,1.3837203611929991,-0.3202407423014329,-0.4958252538120278,-0.16565581262414916,17.088048833943283,5998,0
-0.6162930881921079,0.6407291102029202,1.7595472694492997,-2.123874919888356,-1.3321174294098623,72.10126633339922,153505,0
-0.022685275325646737,1.6274013394646858,-0.9034825372238406,0.9222479411719373,-0.20452153917319804,31.50209765185953,29283,0
-0.6225401526655531,-0.059042217305055426,-0.7352632617603321,0.24301756134819305,-1.2615750623977986,36.54930619782134,76142,0
-1.0717013268617444,2.390222710651804,-0.9698180632618253,-0.3139424547478518,-1.8478701198054168,92.77386420731764,170489,0
